id,dist_latest_transaction_address_km,email,application_date,site_visits_A,site_visits_B,site_visits_C,credit_limit,number_of_transactions,is_fraud
232,2.0,ltungay60@typepad.com,2019-02-11 08:39:13.393955,0.0,0.0,0.0,"$1,401.12",20,0
233,0.0,zoakwell8v@discuz.net,2019-03-07 10:45:09.697400,2.0,0.0,0.0,"$1,192.22",19,0
234,1.0,lricardek@soundcloud.com,2019-02-15 00:15:16.150007,2.0,0.0,0.0,"$1,004.94",25,0
235,2.0,ajudkin6p@ezinearticles.com,2019-02-15 07:24:14.920175,2.0,0.0,0.0,"$1,144.59",27,0
236,7.0,aprierhq@alexa.com,2019-03-06 21:27:35.784654,17.0,0.0,0.0,"$1,103.79",22,0
237,5.0,amattiskz@themeforest.net,2019-03-03 20:25:23.779308,0.0,0.0,0.0,"$1,525.05",19,0
238,12.0,svarfolomeev52@desdev.cn,2019-03-14 06:01:50.263273,11.0,1.0,1.0,"$1,076.75",16,0
239,4.0,zjalland9y@facebook.com,2019-02-01 14:56:21.593489,6.0,0.0,0.0,"$1,423.93",21,0
240,0.0,rwaslingfx@umich.edu,2019-03-18 08:01:42.160080,0.0,1.0,1.0,"$1,308.57",28,0
241,unknown,mchurchouse2b@discuz.net,2019-03-07 18:55:54.703128,1.0,0.0,0.0,"$1,263.19",19,0
242,0.0,ntarverpp@wikimedia.org,2019-02-14 14:53:55.058792,5.0,0.0,0.0,"$2,574.17",19,0
243,0.0,tripponje@wikimedia.org,2019-03-25 04:17:50.009784,2.0,4.0,4.0,"$1,034.10",23,0
244,1.0,fguillou5n@yolasite.com,2019-03-23 06:29:50.715108,11.0,2.0,2.0,"$1,293.67",14,0
245,10.0,abraniffj1@nih.gov,2019-02-02 01:10:00.130281,19.0,0.0,0.0,"$1,206.86",24,0
246,1.0,tkennaway2l@hatena.ne.jp,2019-03-22 02:58:25.012266,48.0,0.0,0.0,"$2,494.04",20,0
247,3.0,cbrientgq@amazon.co.jp,2019-02-21 23:52:19.873522,4.0,3.0,3.0,"$1,858.31",25,0
248,1.0,taylen5o@themeforest.net,2019-03-16 16:56:17.344321,1.0,2.0,2.0,"$1,038.58",21,0
249,14.0,aambrosonids@facebook.com,2019-02-10 18:21:09.882091,3.0,0.0,0.0,"$1,249.40",16,0
250,3.0,jdaymentrb@discuz.net,2019-02-17 18:04:01.209774,3.0,0.0,0.0,"$1,082.03",23,0
251,5.0,bminmagho9@yolasite.com,2019-02-21 04:28:38.582218,9.0,0.0,0.0,"$1,449.37",22,0
252,1.0,bdavidowqy@g.co,2019-03-13 02:45:45.156998,15.0,1.0,1.0,"$1,059.87",16,0
253,1.0,vyardley4@umich.edu,2019-02-26 18:59:03.156660,8.0,2.0,2.0,"$1,380.57",22,0
254,1.0,mbeig6u@amazon.co.jp,2019-02-16 23:42:12.044220,2.0,1.0,1.0,"$1,035.50",19,0
255,1.0,aleaton4l@cbsnews.com,2019-01-28 19:36:55.150524,1.0,1.0,1.0,"$1,617.24",17,0
256,10.0,smoen1g@alexa.com,2019-02-23 19:55:50.131256,25.0,1.0,1.0,"$1,886.66",16,0
257,2.0,rlabbai6@slashdot.org,2019-02-13 12:33:29.488151,32.0,2.0,2.0,"$1,363.90",17,0
258,8.0,biglesiaaa@desdev.cn,2019-03-05 17:15:12.070060,6.0,1.0,1.0,"$1,119.69",21,0
259,6.0,kroebottom94@chron.com,2019-01-27 20:57:23.845754,26.0,0.0,0.0,"$1,376.01",19,0
260,unknown,gmcelvinecl@nih.gov,2019-02-07 03:21:08.037003,0.0,1.0,1.0,"$1,585.47",13,0
261,1.0,mdelaharpegs@desdev.cn,2019-02-20 12:03:19.717194,4.0,1.0,1.0,"$1,995.66",16,0
262,8.0,llaylandez@facebook.com,2019-02-13 06:59:18.645948,9.0,2.0,2.0,"$2,766.84",21,0
263,3.0,atollemachedr@amazon.co.jp,2019-03-11 00:38:05.342485,8.0,0.0,0.0,"$1,595.43",18,0
264,1.0,eheldp2@yolasite.com,2019-03-03 19:30:29.372897,11.0,7.0,7.0,"$1,715.47",16,0
265,3.0,rbelone40@facebook.com,2019-03-15 01:24:01.420643,3.0,1.0,1.0,"$1,056.54",14,0
266,11.0,ejohnseyns@amazon.co.jp,2019-03-24 11:06:44.059371,10.0,0.0,0.0,"$1,434.07",24,0
267,3.0,jlightbodyly@alexa.com,2019-02-06 08:39:03.992467,21.0,1.0,1.0,"$1,926.51",14,0
268,3.0,nwillsonqs@desdev.cn,2019-03-11 19:43:10.302674,1.0,3.0,3.0,"$1,527.97",20,0
269,3.0,arigglesfordb8@alexa.com,2019-01-27 21:24:43.087709,1.0,0.0,0.0,"$1,328.02",20,0
270,1.0,mpurveseu@wikimedia.org,2019-03-17 07:30:38.434412,10.0,1.0,1.0,"$1,718.10",21,0
271,5.0,hclitsome81@alexa.com,2019-02-23 12:19:31.193875,20.0,0.0,0.0,"$1,202.22",22,0
272,3.0,ecableie@desdev.cn,2019-03-25 05:32:06.911641,10.0,1.0,1.0,"$1,563.03",16,0
273,10.0,obarnfieldhi@alexa.com,2019-02-06 00:33:07.560057,1.0,0.0,0.0,"$1,211.62",22,0
274,5.0,mlightollers47@photobucket.com,2019-02-03 04:02:37.570578,8.0,3.0,3.0,"$1,483.70",26,0
275,1.0,ctebbettr7@topsy.com,2019-03-12 01:52:23.797114,47.0,1.0,1.0,"$1,602.96",25,0
276,0.0,mlief25@nih.gov,2019-02-16 21:00:48.382397,4.0,1.0,1.0,"$1,626.06",10,0
277,3.0,bboydellh2@desdev.cn,2019-03-20 14:02:07.253847,8.0,0.0,0.0,"$1,891.87",20,0
278,11.0,mhentze2p@umich.edu,2019-03-20 21:51:00.342725,4.0,3.0,3.0,"$1,081.22",19,0
279,3.0,hbunt51@typepad.com,2019-02-19 03:01:24.668975,3.0,1.0,1.0,"$1,281.44",16,0
280,11.0,ayitzhakovpx@umich.edu,2019-02-13 01:47:19.759559,4.0,2.0,2.0,"$2,183.17",22,0
281,12.0,apitkeathly7s@alexa.com,2019-01-26 16:34:14.573285,3.0,1.0,1.0,"$1,544.05",20,1
282,4.0,daviesongb@alexa.com,2019-03-06 19:15:31.480445,7.0,1.0,1.0,"$1,583.64",16,0
283,3.0,sbennedsen5k@umich.edu,2019-03-09 23:49:00.828532,6.0,1.0,1.0,"$1,666.90",26,0
284,2.0,mtatumbd@sbwire.com,2019-01-27 11:15:01.967769,1.0,1.0,1.0,"$1,029.82",18,0
285,7.0,cdrohandw@typepad.com,2019-03-01 08:20:55.851798,6.0,1.0,1.0,"$1,922.70",20,0
286,unknown,tellikerjq@themeforest.net,2019-02-24 00:11:32.465676,5.0,2.0,2.0,"$1,888.50",15,0
287,4.0,sgardener5e@desdev.cn,2019-02-27 20:36:58.316356,8.0,2.0,2.0,"$1,985.63",18,0
288,0.0,chaysmannl@yolasite.com,2019-03-22 14:17:19.452010,10.0,8.0,8.0,"$1,434.80",17,0
289,6.0,mpeartreeb9@desdev.cn,2019-03-17 11:09:28.659726,51.0,3.0,3.0,"$1,711.41",17,0
290,2.0,pallwarda1@alexa.com,2019-02-27 01:28:07.326828,24.0,2.0,2.0,"$1,035.61",26,0
291,0.0,rbertsonl9@amazon.co.jp,2019-03-06 00:08:09.423016,15.0,3.0,3.0,"$3,233.54",14,0
292,13.0,tellikerjq@themeforest.net,2019-03-12 13:55:09.890052,6.0,4.0,4.0,"$1,091.85",20,0
293,1.0,slandrieuc8@typepad.com,2019-02-23 03:41:59.304996,0.0,3.0,3.0,"$1,502.67",22,0
294,6.0,dpinckney4z@facebook.com,2019-02-05 01:31:24.038941,9.0,4.0,4.0,"$2,564.32",17,0
295,2.0,kspradberyii@yolasite.com,2019-03-18 05:23:26.274395,13.0,0.0,0.0,"$1,596.62",23,0
296,20.0,omcclymonddl@squidoo.com,2019-01-29 21:11:53.765875,1.0,1.0,1.0,"$1,428.55",24,0
297,15.0,mgladwellck@umich.edu,2019-02-26 00:36:52.236724,8.0,1.0,1.0,"$1,607.91",28,0
298,3.0,iboocockjc@wikimedia.org,2019-02-06 20:21:10.153450,39.0,0.0,0.0,"$1,024.74",17,0
299,23.0,mhentze2p@tuttocitta.it,2019-02-16 08:15:37.593593,5.0,1.0,5.0,"$1,809.73",21,0
300,5.0,llaylandez@themeforest.net,2019-03-02 08:40:04.328872,18.0,0.0,0.0,"$2,154.31",25,0
301,8.0,sbigham8l@umich.edu,2019-02-18 10:09:52.152211,3.0,0.0,0.0,"$1,200.41",28,0
302,2.0,apetraitis1e@tiny.cc,2019-03-24 09:52:46.898580,9.0,1.0,1.0,"$2,253.67",18,0
303,7.0,rwaslingfx@slashdot.org,2019-01-27 09:34:21.722681,24.0,1.0,1.0,"$1,844.74",18,0
304,6.0,mgasonpu@unblog.fr,2019-02-02 12:46:12.667325,4.0,1.0,1.0,"$1,360.39",17,0
305,1.0,dsaphinb4@umich.edu,2019-02-05 10:55:00.982308,14.0,2.0,2.0,"$1,588.06",16,0
306,3.0,ncopp9h@chron.com,2019-02-20 06:57:20.119360,9.0,1.0,1.0,"$1,187.35",24,0
307,7.0,mropkinsmv@amazon.co.jp,2019-03-04 18:19:12.466948,5.0,1.0,1.0,"$1,536.00",16,0
308,4.0,bmacgarrityd8@themeforest.net,2019-02-05 17:48:51.826997,1.0,0.0,0.0,"$1,153.42",20,0
309,5.0,tdallan7l@umich.edu,2019-01-29 07:21:02.955463,33.0,0.0,0.0,"$1,558.57",20,0
310,1.0,yfattoriniq@themeforest.net,2019-02-27 13:30:22.706039,2.0,1.0,1.0,"$1,654.44",17,0
311,1.0,rbertsonl9@desdev.cn,2019-03-15 17:25:20.939842,0.0,1.0,1.0,"$1,459.45",22,0
312,4.0,ichilderleyd6@amazon.co.jp,2019-03-05 12:32:36.693375,5.0,0.0,0.0,"$1,227.61",18,0
313,11.0,gkidstounog@facebook.com,2019-02-28 09:00:52.537696,11.0,1.0,1.0,"$1,199.98",21,0
314,3.0,geuesdengj@desdev.cn,2019-02-06 06:50:49.107800,10.0,0.0,0.0,"$1,311.55",15,0
315,0.0,icrossley79@amazon.co.jp,2019-02-19 02:20:04.416287,15.0,1.0,1.0,"$1,020.79",16,0
316,1.0,oschmuhll@themeforest.net,2019-01-27 01:58:31.182278,9.0,1.0,1.0,"$1,434.99",17,0
317,2.0,blimpkinrl@facebook.com,2019-02-22 05:32:58.540292,1.0,2.0,2.0,"$1,508.44",16,1
318,8.0,rlongthorn1r@desdev.cn,2019-03-08 10:01:24.544155,4.0,4.0,4.0,"$3,005.46",15,0
319,10.0,ateliginea@chron.com,2019-02-05 04:12:55.984354,14.0,0.0,0.0,"$2,154.22",15,0
320,1.0,slorence5d@tuttocitta.it,2019-02-21 05:32:56.324284,4.0,0.0,0.0,"$1,286.43",18,0
321,14.0,glayfieldz@discuz.net,2019-02-11 00:38:51.238182,27.0,2.0,2.0,"$1,420.48",26,0
322,2.0,gwaliszewski2u@yolasite.com,2019-03-18 21:52:31.985887,5.0,1.0,1.0,"$1,870.48",19,0
323,6.0,ajudkin6p@tiny.cc,2019-03-10 11:33:53.085310,22.0,1.0,1.0,"$2,512.23",17,0
324,0.0,staffarello7e@sbwire.com,2019-03-01 21:42:57.909633,6.0,1.0,1.0,"$1,147.75",22,0
325,0.0,tarmfielde3@typepad.com,2019-02-27 13:04:17.159267,9.0,0.0,0.0,"$1,063.49",21,0
326,12.0,mcolwellgl@themeforest.net,2019-01-31 18:23:00.318134,20.0,1.0,1.0,"$1,307.11",19,0
327,3.0,aaliberti7m@alexa.com,2019-03-18 06:42:57.019723,7.0,0.0,0.0,"$1,681.02",26,0
328,27.0,vketton44@amazon.co.jp,2019-03-05 00:33:50.983836,9.0,2.0,2.0,"$1,257.96",14,0
329,0.0,ogallaherqw@themeforest.net,2019-03-16 07:05:48.500498,0.0,3.0,3.0,"$1,061.39",14,0
330,4.0,hgoricked1@facebook.com,2019-03-23 13:30:17.286410,5.0,2.0,2.0,"$1,049.38",30,0
331,2.0,dgozzettlg@alexa.com,2019-03-16 15:23:35.491482,3.0,4.0,4.0,"$1,119.06",22,0
332,4.0,sshillumrd@chron.com,2019-02-09 10:18:30.411060,32.0,1.0,1.0,"$1,626.21",19,0
333,26.0,lcinderey2d@sbwire.com,2019-02-27 18:56:56.383281,5.0,1.0,1.0,"$1,628.41",11,0
334,2.0,sassurhu@typepad.com,2019-03-21 23:40:23.101920,2.0,1.0,1.0,"$2,409.05",22,0
335,2.0,acristoforio3@tiny.cc,2019-02-03 04:08:16.826092,13.0,1.0,1.0,"$1,199.52",17,0
336,18.0,hmcnultyf9@amazon.co.jp,2019-01-25 21:05:44.846423,3.0,1.0,1.0,"$1,178.72",21,0
337,4.0,taylen5o@alibaba.com,2019-02-06 14:39:46.941885,23.0,0.0,0.0,"$1,140.25",26,0
338,1.0,vsawdenei@squidoo.com,2019-02-01 01:42:56.214074,5.0,0.0,0.0,"$1,335.10",16,0
339,5.0,gjozwiakab@desdev.cn,2019-02-02 23:22:02.317820,10.0,1.0,1.0,"$1,261.74",20,0
340,5.0,dmacakkc@amazon.co.jp,2019-02-18 11:58:51.973454,19.0,0.0,0.0,"$1,242.78",19,0
341,2.0,gblumirej2@themeforest.net,2019-03-01 10:30:45.001751,12.0,1.0,1.0,"$1,044.07",22,1
342,6.0,gdubarrym5@unblog.fr,2019-02-01 17:54:45.915396,13.0,0.0,0.0,"$1,215.51",21,0
343,6.0,fallwrightoo@yolasite.com,2019-02-05 18:03:25.241796,15.0,0.0,0.0,"$3,026.01",23,0
344,1.0,eelizabethbv@facebook.com,2019-02-17 01:49:48.633062,2.0,0.0,0.0,"$1,481.15",26,0
345,2.0,ncaheyjk@slashdot.org,2019-03-12 17:44:06.763904,33.0,2.0,2.0,"$1,592.46",24,0
346,2.0,fbraysherf@yolasite.com,2019-02-28 02:23:40.606288,2.0,6.0,6.0,"$1,288.20",23,0
347,7.0,sassurhu@facebook.com,2019-02-15 12:20:35.891246,6.0,0.0,0.0,"$1,114.54",25,0
348,7.0,srubinov4v@alexa.com,2019-03-18 19:54:17.820556,11.0,1.0,1.0,"$1,612.36",21,0
349,4.0,aovesenl1@g.co,2019-02-19 02:06:42.772822,11.0,1.0,1.0,"$1,090.32",22,0
350,6.0,bfiltnessam@themeforest.net,2019-03-19 21:30:11.142633,13.0,0.0,0.0,"$1,027.76",22,0
351,2.0,tarmfielde3@yolasite.com,2019-03-17 23:25:42.784533,5.0,2.0,2.0,"$1,611.45",18,0
352,5.0,mtwededk@slashdot.org,2019-03-19 19:16:54.852301,15.0,0.0,0.0,"$1,625.80",13,0
353,0.0,mmcquarterpr@alexa.com,2019-01-31 08:27:37.065175,5.0,0.0,0.0,"$1,687.49",17,0
354,1.0,hdransfield7y@nih.gov,2019-02-07 07:58:28.185877,10.0,0.0,0.0,"$1,632.19",20,0
355,9.0,sjohniganmj@discuz.net,2019-02-04 01:10:35.997584,19.0,0.0,0.0,"$1,565.32",17,0
356,7.0,gholtqx@umich.edu,2019-03-05 11:51:01.360764,5.0,4.0,4.0,"$1,045.23",22,0
357,16.0,aocurraneba@alexa.com,2019-02-05 13:00:21.417988,8.0,1.0,1.0,"$1,061.45",9,0
358,2.0,mupfoldk8@unc.edu,2019-03-12 09:16:44.779132,1.0,0.0,0.0,"$1,140.52",23,0
359,4.0,ptidykj@desdev.cn,2019-01-31 01:58:02.393949,4.0,1.0,1.0,"$1,030.84",20,0
360,8.0,bwhetnall37@nih.gov,2019-03-21 16:31:39.142547,4.0,0.0,0.0,"$1,266.24",19,0
361,3.0,hkembryi3@facebook.com,2019-03-21 06:33:17.128873,13.0,2.0,2.0,"$2,454.20",26,1
362,6.0,abuckamqg@yolasite.com,2019-03-12 12:52:00.425918,26.0,0.0,0.0,"$3,369.36",22,0
363,3.0,umaruskaey@nih.gov,2019-03-13 07:47:13.020229,15.0,1.0,1.0,"$1,834.73",24,1
364,0.0,dleninqe@themeforest.net,2019-03-13 13:00:43.118153,0.0,1.0,1.0,"$1,733.67",12,0
365,1.0,rtresweller@facebook.com,2019-03-07 02:20:15.250057,3.0,3.0,3.0,"$1,737.89",13,1
366,5.0,ivonasekgy@yolasite.com,2019-01-29 15:14:22.742773,7.0,4.0,4.0,"$2,434.96",19,0
367,0.0,nmorloncz@soundcloud.com,2019-01-27 13:41:14.059987,7.0,0.0,0.0,"$1,477.29",18,0
368,2.0,mdanskenos@themeforest.net,2019-03-19 02:52:54.852055,15.0,0.0,0.0,"$1,135.20",25,0
369,1.0,tdallan7l@alibaba.com,2019-03-12 16:51:35.566869,9.0,2.0,2.0,"$1,112.89",25,0
370,1.0,jconrath3g@discuz.net,2019-02-01 22:55:23.096927,23.0,1.0,1.0,"$1,424.63",19,0
371,3.0,vmitchelmore8t@desdev.cn,2019-02-13 03:22:25.277008,2.0,0.0,0.0,"$1,263.19",23,0
372,2.0,ctofano6l@yolasite.com,2019-02-01 12:46:27.332074,22.0,3.0,3.0,"$1,494.63",16,0
373,18.0,asnuggs7d@amazon.co.jp,2019-01-27 12:59:59.748238,18.0,2.0,2.0,"$1,179.70",16,0
374,4.0,tdegenhardti7@sbwire.com,2019-02-14 09:30:24.787435,1.0,3.0,3.0,"$1,500.27",23,0
375,9.0,hjobernepy@typepad.com,2019-02-08 12:31:56.972570,4.0,1.0,1.0,"$1,547.02",12,0
376,4.0,kspawforthne@alexa.com,2019-03-06 20:04:30.858845,5.0,0.0,0.0,"$1,109.58",19,0
377,3.0,ywilmut6k@chron.com,2019-02-08 22:31:45.562451,2.0,2.0,2.0,"$1,602.01",22,0
378,11.0,bbenson30@psu.edu,2019-01-26 20:43:10.904575,43.0,0.0,0.0,"$1,004.78",21,0
379,6.0,amedcraft1q@amazon.co.jp,2019-01-27 08:55:35.217830,0.0,1.0,1.0,"$1,621.32",20,0
380,1.0,ibanthamkw@umich.edu,2019-03-21 19:32:21.035788,22.0,1.0,1.0,"$1,030.76",17,0
381,0.0,apeetefp@facebook.com,2019-02-23 06:18:37.407305,0.0,0.0,0.0,"$1,167.47",16,0
382,3.0,epaolozzil7@sbwire.com,2019-01-28 21:37:25.876329,6.0,0.0,0.0,"$4,433.57",23,0
383,3.0,mdodworthb7@alexa.com,2019-02-25 11:18:21.082887,13.0,0.0,0.0,"$1,548.09",22,0
384,3.0,kgronojb@nih.gov,2019-03-05 04:05:24.365928,2.0,1.0,1.0,"$1,284.03",20,0
385,0.0,dyurocjkin1i@amazon.co.jp,2019-03-22 00:49:05.531300,17.0,1.0,1.0,"$2,206.81",24,0
386,2.0,icoveleyfy@facebook.com,2019-03-03 19:36:31.108320,7.0,1.0,1.0,"$1,132.06",18,0
387,4.0,jbeckoe@desdev.cn,2019-02-20 21:52:23.566145,4.0,0.0,0.0,"$1,411.18",23,0
388,1.0,wlundbergk3@themeforest.net,2019-03-14 16:46:41.419567,1.0,0.0,0.0,"$1,275.98",19,0
389,5.0,biglesiaaa@alibaba.com,2019-03-06 15:10:23.264034,0.0,1.0,1.0,"$1,334.54",18,0
390,7.0,sstainfieldmi@umich.edu,2019-02-28 13:00:56.572097,10.0,2.0,2.0,"$1,636.73",18,0
391,15.0,fklazenga7h@alexa.com,2019-02-24 01:38:51.328490,12.0,0.0,0.0,"$2,216.74",19,0
392,2.0,nmcsorleylm@amazon.co.jp,2019-03-03 09:58:59.935949,10.0,1.0,1.0,"$1,857.34",14,0
393,26.0,bstaplese8@facebook.com,2019-02-16 22:23:48.626192,3.0,1.0,1.0,"$1,525.77",15,0
394,1.0,jscripps43@ocn.ne.jp,2019-03-25 05:52:16.255732,5.0,4.0,4.0,"$1,645.46",22,0
395,1.0,cpezeyni@facebook.com,2019-02-16 17:45:54.419410,8.0,0.0,0.0,"$1,005.36",24,0
396,3.0,gsimoncini63@umich.edu,2019-01-28 12:40:07.626072,27.0,2.0,2.0,"$1,037.25",20,0
397,unknown,kgadsonmq@facebook.com,2019-02-01 17:47:49.663392,11.0,1.0,1.0,"$1,013.00",21,0
398,1.0,hjobernepy@discuz.net,2019-03-22 07:40:09.280636,9.0,1.0,1.0,"$1,280.68",26,0
399,6.0,aheadyfb@alexa.com,2019-01-27 14:42:50.522014,26.0,1.0,1.0,"$1,527.94",20,0
400,7.0,djellybrande2@facebook.com,2019-02-12 23:03:16.296060,11.0,1.0,1.0,"$1,957.65",24,0
401,8.0,bhavelinda@yolasite.com,2019-02-24 08:39:15.725203,7.0,1.0,1.0,"$1,235.21",18,0
402,1.0,abrahamsko@tiny.cc,2019-03-15 19:31:54.585078,27.0,2.0,2.0,"$1,862.08",15,0
403,5.0,kpotteryc3@yolasite.com,2019-02-09 11:28:14.109282,50.0,1.0,1.0,"$1,345.59",19,0
404,2.0,lbroschkeex@amazon.co.jp,2019-01-30 17:54:31.432597,6.0,0.0,0.0,"$1,680.35",18,0
405,1.0,cdowning8m@facebook.com,2019-01-28 02:40:08.764157,14.0,1.0,1.0,"$1,075.35",17,0
406,1.0,tiacopoca@desdev.cn,2019-02-19 18:14:59.103201,2.0,0.0,0.0,"$4,335.80",23,0
407,0.0,dkruschovn7@nih.gov,2019-03-05 23:53:02.243561,17.0,1.0,1.0,"$1,634.90",16,0
408,22.0,sbennedickid@amazon.co.jp,2019-03-14 09:34:08.104417,2.0,0.0,0.0,"$1,733.00",26,1
409,6.0,lmarnerp1@umich.edu,2019-03-16 01:18:15.393310,0.0,2.0,2.0,"$1,369.11",23,0
410,2.0,abrydoneqv@slashdot.org,2019-02-03 07:47:13.198358,18.0,2.0,2.0,"$1,227.80",22,0
411,0.0,ggammieh3@nih.gov,2019-02-07 11:43:07.851637,8.0,0.0,0.0,"$1,570.35",21,0
412,2.0,ggodman1b@chron.com,2019-02-11 17:57:55.224883,2.0,0.0,0.0,"$1,302.06",23,0
413,11.0,vrodolico35@alexa.com,2019-03-15 18:08:36.674448,9.0,1.0,1.0,"$1,179.65",22,0
414,2.0,mchurchwardlr@tiny.cc,2019-02-19 20:13:34.417123,3.0,0.0,0.0,"$3,869.78",21,0
415,3.0,vbondy12@amazon.co.jp,2019-03-13 00:17:50.673375,1.0,3.0,3.0,"$1,111.12",22,0
416,1.0,darchambault6f@alexa.com,2019-02-09 17:09:13.188539,9.0,0.0,0.0,"$1,134.92",20,0
417,5.0,mcolwellgl@wikimedia.org,2019-03-22 08:41:03.912026,3.0,2.0,2.0,"$1,098.56",16,0
418,12.0,mnardoni8z@umich.edu,2019-02-13 20:31:06.194055,22.0,1.0,1.0,"$1,092.55",20,0
419,0.0,bladelqn@desdev.cn,2019-03-03 22:58:09.530289,0.0,2.0,2.0,"$1,123.38",18,0
420,3.0,malvaradoig@desdev.cn,2019-01-27 01:55:13.464599,0.0,1.0,1.0,"$2,147.17",22,0
421,5.0,abrayfordr8@nih.gov,2019-03-05 18:22:45.401820,1.0,0.0,0.0,"$1,642.02",17,0
422,13.0,ehayter1z@alexa.com,2019-02-17 15:45:42.884435,0.0,1.0,1.0,"$1,808.66",24,0
423,0.0,gcraddyou@sbwire.com,2019-02-13 21:07:54.850755,13.0,1.0,1.0,"$1,515.62",22,0
424,4.0,bdavidowqy@amazon.co.jp,2019-02-28 04:40:02.725253,0.0,0.0,0.0,"$1,138.68",14,0
425,1.0,aambrosonids@amazon.co.jp,2019-02-19 15:22:07.265132,2.0,0.0,0.0,"$1,042.57",24,1
426,6.0,aovesenl1@yolasite.com,2019-02-04 07:11:58.294675,2.0,0.0,0.0,"$1,866.40",23,0
427,2.0,rfollitt11@slashdot.org,2019-02-04 07:40:00.835921,14.0,1.0,1.0,"$1,067.79",19,0
428,1.0,fsly9r@facebook.com,2019-02-09 19:03:06.938545,6.0,0.0,0.0,"$1,060.33",19,0
429,3.0,mmacinerney2q@discuz.net,2019-03-02 04:04:53.639246,43.0,0.0,0.0,"$1,412.03",18,0
430,2.0,aasliei1@themeforest.net,2019-02-10 19:35:36.424421,7.0,2.0,2.0,"$1,099.99",19,0
431,1.0,bmchancj@alexa.com,2019-03-24 13:24:45.055668,3.0,2.0,2.0,"$1,303.17",9,0
432,20.0,csemberef@discuz.net,2019-03-01 12:08:03.006397,17.0,1.0,1.0,"$1,202.81",27,0
433,15.0,ehatherley5c@ovh.net,2019-02-06 10:44:09.091734,19.0,0.0,0.0,"$1,146.56",19,0
434,1.0,csandeyb@amazon.co.jp,2019-02-16 05:04:28.004870,9.0,0.0,0.0,"$1,114.65",25,0
435,1.0,balp4b@themeforest.net,2019-03-25 13:11:25.442562,20.0,2.0,2.0,"$1,080.53",17,0
436,2.0,tspenceleyf1@amazon.co.jp,2019-02-17 10:23:17.036821,6.0,0.0,0.0,"$1,242.32",22,0
437,7.0,abealton4g@desdev.cn,2019-02-26 08:27:13.921074,6.0,0.0,0.0,"$1,020.48",22,0
438,5.0,bminmagho9@alexa.com,2019-02-06 23:35:18.287104,4.0,1.0,1.0,"$1,809.03",24,0
439,3.0,jmeddingsfk@amazon.co.jp,2019-02-18 17:28:52.732888,6.0,0.0,0.0,"$1,012.75",21,0
440,14.0,tsynkecs@umich.edu,2019-02-01 22:55:03.096341,1.0,1.0,1.0,"$1,174.52",26,0
441,6.0,coskehan6i@themeforest.net,2019-02-05 03:59:19.751258,12.0,1.0,1.0,"$2,356.30",18,0
442,8.0,agauchier13@yolasite.com,2019-02-16 11:36:47.042755,5.0,0.0,0.0,"$2,696.35",25,0
443,1.0,eodohertyfd@desdev.cn,2019-03-11 21:31:53.491441,32.0,3.0,3.0,"$1,260.94",18,0
444,4.0,babramamovh8g@topsy.com,2019-02-13 00:47:39.291819,9.0,0.0,0.0,"$3,603.67",20,1
445,6.0,bavramovichjr@facebook.com,2019-02-27 13:10:09.394930,17.0,1.0,1.0,"$1,905.78",19,0
446,10.0,hpaolonefl@desdev.cn,2019-03-13 17:44:26.968909,0.0,2.0,2.0,"$1,208.15",16,0
447,6.0,mpeartreeb9@facebook.com,2019-02-19 03:51:15.134310,30.0,0.0,0.0,"$2,581.69",15,0
448,2.0,omcclymonddl@umich.edu,2019-02-11 07:43:38.199742,21.0,1.0,1.0,"$1,153.16",18,0
449,2.0,cgaylerby@facebook.com,2019-02-05 22:17:30.514444,7.0,0.0,0.0,"$1,335.48",25,0
450,13.0,akivlehank2@nih.gov,2019-01-31 06:43:01.718322,18.0,0.0,0.0,"$2,314.38",22,0
451,5.0,rperkinslq@facebook.com,2019-01-27 22:10:06.285959,12.0,1.0,1.0,"$1,231.47",28,0
452,1.0,mchurchouse2b@nih.gov,2019-02-14 23:24:21.093584,11.0,1.0,1.0,"$1,449.51",16,0
453,3.0,sassurhu@psu.edu,2019-02-08 17:23:24.794069,6.0,0.0,0.0,"$1,516.92",9,0
454,2.0,csandeyb@amazon.co.jp,2019-02-12 16:30:15.805885,13.0,2.0,2.0,"$1,647.39",18,0
455,1.0,aculkin7r@themeforest.net,2019-03-20 20:55:54.171006,51.0,1.0,1.0,"$1,376.41",20,0
456,6.0,jstainpe@ezinearticles.com,2019-03-11 09:23:51.327182,4.0,2.0,2.0,"$1,262.78",22,0
457,3.0,bdaviot4y@umich.edu,2019-03-11 14:07:35.456306,4.0,0.0,0.0,"$1,202.46",24,0
458,1.0,ljirusmm@umich.edu,2019-01-29 18:37:31.381151,2.0,0.0,0.0,"$1,488.23",25,0
459,unknown,fjonbz@nih.gov,2019-03-24 01:21:02.560935,3.0,1.0,1.0,"$1,398.23",20,0
460,9.0,lborgnolms@mozilla.org,2019-02-12 09:25:57.776746,3.0,1.0,1.0,"$1,876.87",19,0
461,5.0,mtwededk@facebook.com,2019-03-09 17:04:17.166797,1.0,0.0,0.0,"$1,190.62",19,0
462,6.0,icoveleyfy@facebook.com,2019-03-02 01:26:31.904495,19.0,0.0,0.0,"$1,299.38",20,0
